"Domain","Process LEVEL 1 SEPT 2022","Process LEVEL 2 SEPT 2022","Process","Cost Type","RST Applicability","Process Description","Owner Grouping. (level comex-1)","SBU - Activity Name","Organizational Unit ID","OWNER  - SEPT 2022","FUNCTION","Status","Volume Name","Volume Description","HIVE Project","Customer HO / Agency","Transactional process","HO department in Charge","CARRIERS","Volume Source","Source link","Vol_Include","Business Process Owner","Process completed","Attachments","Owner","Main","Created By","Process Active From","Process Active to","Content Type","Modified","Created","Modified By","ID","Remarks"
"Finance","Record to report","Country Management and Financial Control ","Finance Control","Delivery","Yes","Reviewing and approving the Financial statement submitted through Group consolidation application. ","Finance","GBS - Finance Logistics Delivery","OGU_201660","Finance","3. Accounting","Active","Nb of consolidated packages review","Reviewing and approving the Financial statement submitted through Group consolidation application. 
","Finance support","Head Office","No","HO Financial Control Dept","SHIPPING",,,"Y",,"False","0","HO Finance","False","GAUTREAU Laure",,,"Item","9/1/2026 12:39 AM","2/7/2023 12:41 AM","AHMED SHARIFF Mohammed","1030",
"Finance","Record to report","Other Record to Report","Carrier Accounting Manager","Delivery","Yes","Country Manager is responsible for co-ordinating the relationship between Carrier, Agency and GBS. Added to that CAM validate the month end close activity of Carrier's books.","Finance","GBS - Finance Logistics Delivery","OGU_201659","Finance","3. Accounting","Active","None FTE based","Coordinate the relationship between Carrier, Agency and GBS. Validate the month end close activity of Carrier's books.","Finance support","Head Office","No","HO Accounting Dept","SHIPPING",,,"N",,"False","0","Finance & Performance","False","LANGLAIS Xavier",,,"Item","9/1/2026 12:39 AM","4/25/2023 8:27 AM","AHMED SHARIFF Mohammed","1032",
"Finance","Record to report","Other Record to Report","IFRS Anaplan Management","Delivery","Yes",,"Finance","GBS - Finance Logistics Delivery","OGU_201659","Finance","3. Accounting","Active",,,,"Agency","No","HO CEVA GBS Dept","ALL BUs",,,"Y",,"False","0","CEVA Finance","False","GAUTREAU Laure",,,"Item","9/1/2026 12:39 AM","9/14/2023 2:11 AM","AHMED SHARIFF Mohammed","1085",
"Ceva Logistics","Air and Ocean","Business development","Business Development","Delivery","Yes",,"0","0","0","Air & Ocean","Operations","Active",,,,"Agency","No","HO CEVA GBS Dept","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","GAUTREAU Laure",,,"Item","9/1/2026 12:43 AM","9/14/2023 2:15 AM","AHMED SHARIFF Mohammed","1100",
"Finance","Order to cash","Accounts receivable Receipt Processing","AR - MYCS/Cashiering","Delivery","Yes","MYCS is a workflow used to confirm BL/DO release based on the application in accounting tool or funds in the bank","Finance","GBS - Finance Logistics Delivery","OGU_201644","Finance","2. Receivables","Active","Per no. of Receipts","MYCS- It is NOVA workflow which is used by AR team to get the remittance advice from the documentation team after the BL is released/payment is fully confirmed. Once the BL is released, Documentation team closed the ticket from their end and then it comes to AR team. AR team open the ticket and perform the application in LISA/OCEAN.","Order to cash","Agency","Yes","HO Accounting Dept","SHIPPING",,,"Y","HO Accounting dpt","False","0","Finance & performance","False","GAUTREAU Laure",,,"Item","9/1/2026 12:39 AM","12/21/2023 4:42 AM","AHMED SHARIFF Mohammed","1204",
"Customer Care","Other Customer Care","Customized Services","Customized Specific Support","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201681","Business","Customer Care","Active","Per container",,"Customer Service","Agency",,"HO GEN Dept","SHIPPING",,,"Y",,"False","0","Sales & Customer Care","False","GAUTREAU Laure",,,"Item","9/1/2026 12:56 AM","2/13/2024 1:46 AM","AHMED SHARIFF Mohammed","1221","Due to Customer care HO alignment
PL 2 - Corporate Documentation to Customized Services"
"Customer Care","Other Customer Care","Customized Services","Global Account Reporting","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_202089","Business","Customer Care","Active","Per nb of reports",,"Customer Service","Agency",,"HO GEN Dept","SHIPPING",,,"Y",,"False","0","Sales & Customer Care","False","GAUTREAU Laure",,,"Item","9/1/2026 12:56 AM","2/13/2024 2:11 AM","AHMED SHARIFF Mohammed","1222",
"Commercial & Add Value Activities","Commercial","Sales Support","SpotOn Admin","Delivery","Yes","Aqua SpotOn (split/merge/US FFW validation)  - Validate whether the customer is allowed to place bookings through SPOTON. This applies only for BCO and FMC registered NVO's. NVOCC and BCO. (FFW is on hold awaiting US legal approval)","Business - Commercial","GBS - Commercial Shipping Delivery","OGU_201811","Business","Line Management","Active","Nb of request","Nb of request",,"Head Office","No","HO Lines Dept","SHIPPING",,,"Y",,"False","0","Lines Management","False","GAUTREAU Laure",,,"Item","9/1/2026 12:55 AM","2/29/2024 6:36 AM","AHMED SHARIFF Mohammed","1230",
"Shipping Ops, Log & Interm","Container Fleet Management","Equipment Management","Container Sales Support","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201699","Industrial Assets","Equipment Mgt","Active","No. of container","Based on HO Logistics guideline to support HO logitics team in Container sales and invoicing Process",,"Head Office",,"HO Logistics Dept","SHIPPING",,,"Y",,"False","0","HO Logistics","False","GAUTREAU Laure",,,"Item","9/1/2026 1:01 AM","3/15/2024 12:55 AM","AHMED SHARIFF Mohammed","1231",
"Shipping Ops, Log & Interm","Container Fleet Management","Equipment Management","Empty redelivery","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201699","Industrial Assets","Equipment Mgt","Active","Per nb of containers","Issue return instructions to the trucker for the container based on the designated plan provided by the agency. If the return location is a terminal, update the container details on the terminal website. If the return location is a depot, provide the container details via email.
","Equipment management","Agency","Yes","HO Logistics Dept","SHIPPING","<span>​LARA (PL/SQL8)<br></span><span></span><br>","​<a href=""https&#58;//apps.cma-cgm.com/Citrix/CMACGMWeb/"">https&#58;//apps.cma-cgm.com/Citrix/CMACGMWeb/</a><br>","Y",,"False","0","Logistics & Operations","False","GAUTREAU Laure",,,"Item","9/1/2026 1:01 AM","7/19/2024 2:44 AM","AHMED SHARIFF Mohammed","1246",
"Shipping Ops, Log & Interm","Lines operations","Commercial Allocation Project","Project - Commercial Allocation Data Quality","Delivery","Yes",,"Business - Operations","GBS - Intermodal and Operations Shipping Delivery","OGU_201714","Business","Lines Operations","Active",,,"Booking","Head Office","No","HO Lines Operations Dept","SHIPPING",,,"N",,"False","0","Lines Management","False","THIRUGNANASAMBANTHAM Dhandapani",,,"Item","9/1/2026 1:01 AM","11/7/2024 10:53 PM","AHMED SHARIFF Mohammed","1262",
"Customer Care","Customer Service","Customer Service","Customer Care Plus","Delivery","Yes","Provide a value-added service to the customer at the booking stage for a specific extra cost, which entitled GBS to provided 24/7 elite customer service via Email and Telephone.","Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201673","Business","Customer Care","Active",,,,"Agency",,"HO GEN Customer Care Dept","SHIPPING",,,"Y",,"False","1","MK Narayanan","False","PACHAIYAPPAN KAMALAKANNAN Palani Vel","20-Jan-2025",,"Item","9/1/2026 12:56 AM","12/19/2024 11:24 PM","AHMED SHARIFF Mohammed","1270",
"Commercial & Add Value Activities","Commercial Support","Commercial Reporting","Commercial Reporting","Delivery","Yes",,"Business - Commercial","GBS - Commercial Shipping Delivery","OGU_201885","Business","Line Management","Active","No. of Reports",,,"Regional Office","No","GEN Department","SHIPPING",,,"Y",,"False","0","Line Management","False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:55 AM","2/12/2025 8:44 PM","AHMED SHARIFF Mohammed","1300",
"Finance","Procure to pay","Accounts Payable Payment","Web Banking Payment Controls","Delivery","Yes",,"Finance","GBS - Finance Logistics Delivery","OGU_201652","Finance","1. Payables","Active","Per nb of invoices","Performing the payment initiation in ERP's. Pushing to the approver to release the payment to the supplier
","Procure to pay","Agency","Yes","HO Cost control Dept","SHIPPING","<div>OCEAN</div>","<a href=""/sites/CMA-GlobalBusinessServices/Shared%20Documents/Forms/AllItems.aspx?ga=1&amp;id=/sites/CMA-GlobalBusinessServices/Shared%20Documents/Shared%20KPIs/F%26A%20processes%20-%20volume%20of%20transaction%20PIC%20%26%20data%20source/Procure%20to%20Pay/AP%20Payment/GBSI%20working%20files&amp;viewid=4d22bbf0-1e02-4f79-9aaa-fb82a4b4c210"" title=""GBS Sharepoint link"">GBS Sharepoint link</a>","N",,"False","0","Finance & performance","False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:39 AM","3/10/2025 1:33 AM","AHMED SHARIFF Mohammed","1302",
"Ceva Logistics","Air and Ocean","Agent Booking Creation","Air & Ocean Agent Booking creation","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201738","Air & Ocean","Operations","Active","No of bookings created by GBS","GBS received booking creation request in shared mailbox for Agent shipmentrs which are then created in CSP portal. All such requests are considered as GBS Volumes",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1304",
"Ceva Logistics","Air and Ocean","Air and Ocean Global Tender Support","Air & Ocean Global Tender Support","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201739","Air & Ocean","Commercial","Active","No of rounds to answer RFQ","GBS received request from SALES TEAM/ FO in email. Discussion on the strategies with the Front office will commence for the GBS to apply the selling rates. All such request are considered as GBS Volumes. ",,"Head Office","No","Air & Ocean","LOGISTICS","Excel Logsheet","Excel Logsheet","Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1305",
"Ceva Logistics","Air and Ocean","Air & Ocean Learning & Development","Air & Ocean L&D Support","Delivery","Yes",,"0","0","0","Air & Ocean","HR","Active","No. of Training attendance sheets recorded","No. of Training attendance sheets updated in Orchestra. All such requests handled by GBS are considered as GBS Volumes",,"Head Office","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1306",
"Ceva Logistics","Air and Ocean","Air and Ocean Quotation","Air & Ocean Spot Quotation","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201741","Air & Ocean","Commercial","Active","Number of created spot quote (Participated/Non Participated)","GBS received request in shared Mailbox for which quote is generated and rates are added in to customer portal. All such requests are considered as GBS Volumes",,"Agency","Yes","Air & Ocean","LOGISTICS","Excel Logsheet","Excel Logsheet","Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1307",
"Ceva Logistics","Air and Ocean","Compliance","Air & Ocean Standard Operating Procedures Audit","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201742","Air & Ocean","Operations","Active","No of SOP Audits performed","GBS team received weekly data from HO team with the list of SOP to be audited. All such SOP's that are audited are considered as GBS Volumes",,"Head Office","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1308",
"Ceva Logistics","Air and Ocean","Air and Ocean Event Management","Air & Ocean Milestone Update","Delivery","Yes","Number of updated events","Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201743","Air & Ocean","Operations","Active","No of Milestones updated ","GBS team periodically extracts report from report server - CNTR/MBL level report, then all missing milestone are considered GBS volumes.",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1309",
"Ceva Logistics","Air and Ocean","Air and Ocean Event Management","Air & Ocean CWO / CSP Milestone workaround","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201743","Air & Ocean","Operations","Active","No of Milestones updated ","GBS team periodically extracts report for missing milestone and updates it in CWO & CSP",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1310",
"Ceva Logistics","Air and Ocean","Operations Control","Air & Ocean Carrier cost control","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201744","Air & Ocean","Operations","Active","No of invoices handed by GBS","GBS team received invoices to be checked in APOC",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1311",
"Ceva Logistics","Air and Ocean","Operations Control","Air & Ocean File Closure","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201744","Air & Ocean","Operations","Active","No of shipments closed","All shipments closed by GBS",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air","False","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:43 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1312",
"Ceva Logistics","Air Freight","Air Export","Air Export Booking with Carrier","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201728","Air & Ocean","Operations","Active","No of bookings created by GBS","No of bookings created by GBS",,"Agency","Yes","Air Freight","LOGISTICS",,,"N","Air","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:58 PM","AHMED SHARIFF Mohammed","1313",
"Ceva Logistics","Air Freight","Air Export","Air Export Documentation","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201728","Air & Ocean","Operations","Active","No of shipments processed (No of Air way bill)","Requests are received by GBS on email. Once these requests are processed these shipments are considered as GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"Y","Air","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1314",
"Ceva Logistics","Air Freight","Air Export","Air Export Filing","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201728","Air & Ocean","Operations","Active","No of Shipment file Submitted to customs","Information is transmitted to customs CAN & MEX",,"Agency","Yes","Air Freight","LOGISTICS",,,"N","Air","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1315",
"Ceva Logistics","Air Freight","Air Export","Air Export Invoicing","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201728","Air & Ocean","Operations","Active","No of invoices created","GBS Team invoices shipments as per the Global SLA and all such invoices created by GBS are considered as GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"N","Air","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1316",
"Ceva Logistics","Air Freight","Air Export","Air Export Transport Order","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201728","Air & Ocean","Operations","Active","No. of Transport Booking created","Requests are received by GBS on email. Once these requests are processed (Uploaded in TOM) these shipments are considered as GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"N","Air","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1317",
"Ceva Logistics","Air Freight","Air Import","Air Import Filing","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201729","Air & Ocean","Operations","Active","No of Shipment file Submitted to customs","Information is transmitted to customs",,"Agency","Yes","Air Freight","LOGISTICS",,,"N","Air","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1318",
"Ceva Logistics","Air Freight","Air Import","Air Import Invoicing","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201729","Air & Ocean","Operations","Active","No of invoices created","GBS Team invoices shipments as per the Global SLA and all such invoices created by GBS are considered as GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"N","Air","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1319",
"Ceva Logistics","Air Freight","Air Import","Air Import Registration","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201729","Air & Ocean","Operations","Active","No of shipments Registered","GBS Team registers shipments as per the Global SLA and all such shipments registered by GBS are GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"Y","Air","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1320",
"Ceva Logistics","Air Freight","Air Rate Support","Air Freight Auto-Rating","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201730","Air & Ocean","Commercial","Active","No. of rate card up-date request processed","GBS received rate card up-date request in sharepoint which is processed and uploaded to CW1. All such request are considered as GBS volumes.",,"Agency","No","Air Freight","LOGISTICS",,,"Y","Air","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1321",
"Ceva Logistics","Air Freight","Air Reporting","Air Customer Reports","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201731","Air & Ocean","Operations","Active","No of reports handled by GBS","GBS team has reative & proactive reports which are handled.All such reports are considered as GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"Y","Air Freight","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1322",
"Ceva Logistics","Air Freight","Air Reporting","Air Operational Reports","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201731","Air & Ocean","Operations","Active","No of reports handled by GBS","GBS team has reative & proactive reports which are handled.All such reports are considered as GBS Volumes",,"Agency","Yes","Air Freight","LOGISTICS",,,"Y","Air Freight","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1323",
"Ceva Logistics","Brokerage","Reporting","Air & Ocean Brokerage Customer Reports","Delivery","Yes",,"Customs","GBS - Customs Logistics Delivery","OGU_201747","Air & Ocean","Customer Care","Active","No of reports handled by GBS","GBS team has reactive & proactive reports which are handled.All such reports are considered as GBS Volumes",,"Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1324",
"Ceva Logistics","Brokerage","Customs Brokerage","Air & Ocean Customs Brokerage Documentation","Delivery","Yes",,"Customs","GBS - Customs Logistics Delivery","OGU_201746","Air & Ocean","Operations","Active","Total  No. Lines of Commercial Invoice entry completed","GBS team receives tasks in CWO which has Commercial Invoices to be processed. Count of commercial Invoices processed is considered as GBS Volumes and also count of lines entries.",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1326",
"Ceva Logistics","Brokerage","Customs Brokerage","Air & Ocean Customs Brokerage Filing","Delivery","Yes",,"Customs","GBS - Customs Logistics Delivery","OGU_201746","Air & Ocean","Operations","Active","No of shipments for which Filing was done","GBS team receives request in shared mailbox which is then filled in CWO",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1327",
"Ceva Logistics","Brokerage","Customs Brokerage","Air & Ocean Customs Brokerage Invoicing","Delivery","Yes",,"Customs","GBS - Customs Logistics Delivery","OGU_201746","Air & Ocean","Operations","Active","No of shipments invoiced","GBS receives request in Shared mailbox which is then invoiced in OFS & CW1",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:53 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1328",
"Ceva Logistics","Lead Logistics","Lead logistics Booking","CLL Booking","Delivery","Yes",,"Lead Logistics","GBS - Lead Logistics Delivery","OGU_201752","CEVA Lead Logistics","Operations","Active","No of Bookings completed by GBS","GBS team receives request in a shared Excel saved on sharepoint. All requests that are processed by GBS are considered as GBS volumes",,"Agency","Yes","CEVA Lead Logistics","LOGISTICS",,,"Y","CEVA Lead Logistics","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1329",
"Ceva Logistics","Lead Logistics","Device Fleet Management","Device fleet management","Delivery","Yes",,"Lead Logistics","GBS - Lead Logistics Delivery","OGU_201753","CEVA Lead Logistics","Operations","Active","No. of  enrolled devices","GBS received device details through clients in emails",,"Agency","Yes","CEVA Lead Logistics","LOGISTICS",,,"Y","CEVA Lead Logistics","True","0",,"False","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1330",
"Ceva Logistics","Lead Logistics","Lead Logistics Documentation","CLL Documentation","Delivery","Yes",,"Lead Logistics","GBS - Lead Logistics Delivery","OGU_201754","CEVA Lead Logistics","Operations","Active","No of documentation request completed","GBS team receives request in Shared mailbox of Matrix application which is then processed. All such request are GBS volumes",,"Agency","Yes","CEVA Lead Logistics","LOGISTICS",,,"Y","CEVA Lead Logistics","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1331",
"Ceva Logistics","Lead Logistics","Lead Logistics Event Management","CLL Milestone Update","Delivery","Yes",,"Lead Logistics","GBS - Lead Logistics Delivery","OGU_201755","CEVA Lead Logistics","Operations","Active","No of Milestones updated ","GBS team periodically extracts report for missing milestone and updates it in Matrix",,"Agency","Yes","CEVA Lead Logistics","LOGISTICS",,,"Y","CEVA Lead Logistics","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1332",
"Ceva Logistics","Contract Logistics","Contract logistics Customer Service","Contract logistics Customer Service","Delivery","Yes",,"Contract Logistics","GBS - Contract Logistics Delivery","OGU_201750","Contract Logistics","Customer Care","Active","No. of closed C-View cases","GBS received cases through C-View (CRM). All such cases are considered as GBS Volume",,"Agency","Yes","Contract Logistics","LOGISTICS",,,"Y","Contract Logistics","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1333",
"Ceva Logistics","Contract Logistics","Order Management","Contract Logistics Transport Order","Delivery","Yes",,"Contract Logistics","GBS - Contract Logistics Delivery","OGU_201749","Contract Logistics","Operations","Active","No of Purchase Order released","GBS received order request through outlook email.",,"Agency","Yes","Contract Logistics","LOGISTICS",,,"Y","Contract Logistics","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1334",
"Ceva Logistics","Customer Care","Cview Contact Migration","Cview Contact Migration","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Logistics Delivery","OGU_201761","Cross Product","Customer Care","Active","No of contact migration requests received","GBS team received request in CVIEW to either create or assign customer. All requests handed by GBS are tagged as GBS Volumes",,"Head Office","Yes","Customer Care","LOGISTICS",,,"Y","Customer Care","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1335",
"Ceva Logistics","Customer Care","Cview Reporting","Salesforce Admin","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Logistics Delivery","OGU_201762","Cross Product","Customer Care","Active","NA","NA",,"Head Office","No","Customer Care","LOGISTICS",,,,"NA","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1336",
"Ceva Logistics","Digital","Data Business Services","Customer & Supplier Data Maintaining & Cleansing","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Logistics Delivery","OGU_201763","Cross Product","Digital","Active","No Customer  / Supplier maintained or cleasned ","Customer & Supplier data is extracted from Source system periodically (Eg. JDE, OFS, Cview) which is the maintained & cleansed",,"Head Office","Yes","Digital","LOGISTICS",,,"Y","Digital","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1337",
"Ceva Logistics","Digital","Data Business Services","Customer & Supplier Ground & Rail Data Creation","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Logistics Delivery","OGU_201763","Cross Product","Digital","Active","No of tickets / Request handled","Request are received by GBS in FlowG or Shared Mailbox. These are handled by GBS and consolidated requests are reported as volumes",,"Head Office","Yes","Digital","LOGISTICS",,,"Y","Digital","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1338",
"Ceva Logistics","Digital","Data Business Services","Customer Data Validation & Master data management","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Logistics Delivery","OGU_201763","Cross Product","Digital","Active","No of ticket / Request handled","Request are received by GBS in CWO, ServiceNow or Shared Mailbox. These are handled by GBS and consolidated requests are reported as volumes",,"HO / Agency","Yes","Digital","LOGISTICS",,,"Y","Digital","True","0",,"True","PACHAIYAPPAN KAMALAKANNAN Palani Vel",,,"Item","9/1/2026 12:54 AM","3/22/2025 10:59 PM","AHMED SHARIFF Mohammed","1339",
